1	1	1	1
0.922125765	1.108388768	0.93071506 0
0.942275042	0.536779788	0.799837486	1.046397066
0.861838101	0.603301132	0.932908992	1.075418773
0.559566903	0.461410381	0.813705309	0.992992368
