15.31	25.42	46.76	63.99	81.64	99.92
13.87	23.47	44.51	61.99	79.89	98.5
13.74	22.07	42.98	58.41	76.5	92.7
13.08	20.77	39.13	52.79	68.63	84.54
10.89	17.71	34.5	48.13	61.97	74.81
