1	1	1	1	1
1.150629586	1.560379816	2.01539792	0.961644499	0.943976121
0.845672237	1.04324471	1.391810214	0.868109834	0.847088348
0.826244065	1.284091156	1.670650929	0.81147154	0.91237476
0.43726131	1.082647857	1.246179736	0.767802368	0.854807126
