4.28	3.26	3.29	5.05	4.04
5.1	5.14	6.56	4.86	3.59
4.07	2.48	3.2	4.32	3.15
3.77	2.886	3.73	4.26	3.59
3.5	1.77	1.91	4.09	2.93
