1	1	1	1	1
0.324633496	0.370957947	0.376311004	0.309272329	0.335528455
0.416592625	0.480681646	0.486273386	0.362181536	0.479186992
0.443247446	0.596439957	0.572668842	0.503731802	0.610813008
0.376010662	0.487930773	0.477417105	0.408828448	0.494894309
